id,company_id,report_month,employees_total,recruited_new,resigned_total,net_growth,shortage_total,shortage_detail,notes,created_at,updated_at
4c2988d2-d531-47de-bfd5-fe15919f7d1a,7287697d-3312-44a0-b9a2-fd690df4b0a3,2025-11-01,7,0,0,0,0,{},Imported via script,2026-02-05 14:16:45.302068+00,2026-02-05 14:16:45.302068+00
4c34554f-b263-4145-860d-6422e336809b,8e5bc322-5222-4728-8ae2-e9aecf0a5fae,2024-07-01,58,1,0,1,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.322+00,2026-02-07 02:22:22.029595+00
4c35b0d6-2123-4fee-93a4-785f25b03394,134724e3-da96-49e5-ae5a-1e54bdd083c3,2025-10-01,15,0,0,0,0,{},Imported via script,2026-02-05 14:16:42.039794+00,2026-02-05 14:16:42.039794+00
4c373d30-4344-4cab-bb10-e54e68610b5b,73d06489-9a5c-4232-a80f-9084a15fccf6,2024-01-01,14,0,1,-1,0,{},,2026-02-07 02:22:04.325+00,2026-02-07 02:22:15.995765+00
4c3fee5a-d26e-4033-acf7-0779ea2a0812,97cdee10-d62b-4861-8ac4-2eb4640590c7,2025-04-01,358,0,0,0,3,"{""mgmt"":1,""tech"":1,""general"":1}",Imported via script,2026-02-05 14:16:17.304151+00,2026-02-05 14:16:17.304151+00
4c41531c-773b-4177-a7f8-37344593d213,cea82473-7e65-42f6-b046-cdf962a312b8,2023-03-01,18,0,0,0,0,{},,2026-02-07 02:22:04.329+00,2026-02-07 02:22:06.98503+00
4c48ffe9-7da2-45e3-9883-9cd7a226f160,e6253875-9709-43f5-a55f-a3e00bc9f1fb,2023-05-01,260,7,7,0,15,"{""mgmt"":2,""tech"":3,""general"":10}",,2026-02-07 02:22:04.324+00,2026-02-07 02:22:09.609481+00
4c5259db-de4e-4b06-92dd-866b2dd4cc00,839b1381-482b-405f-97aa-59e358236168,2024-02-01,28,0,0,0,0,{},,2026-02-07 02:22:04.326+00,2026-02-07 02:22:20.379944+00
4c541530-b028-415e-8d84-ffde50ef3c9e,6b3ff796-e21a-4399-9843-dc6ae64e7db0,2025-03-01,16,0,0,0,0,{},Imported via script,2026-02-05 14:16:13.911181+00,2026-02-05 14:16:13.911181+00
4c5c370a-9951-4568-9ebb-0c40bb52429a,3ea24edf-0e8a-436b-afe3-aa87f5173639,2025-09-01,36,8,40,-32,12,"{""mgmt"":2,""tech"":2,""general"":8}",Imported via script,2026-02-05 14:16:37.827731+00,2026-02-05 14:16:37.827731+00
4c5dcb41-fb33-4ca0-86ca-87c6aca33f0b,419d2c06-39c8-4119-b058-3ecf538cc09d,2023-03-01,49,1,0,1,0,{},,2026-02-07 02:22:04.319+00,2026-02-07 02:22:06.98503+00
4c69bc62-ab4b-480f-a614-75927a62d6ce,bfd47bce-5c27-4299-86df-418451f25709,2025-08-01,18,0,0,0,0,{},Imported via script,2026-02-05 14:16:33.745632+00,2026-02-05 14:16:33.745632+00
4c69ecab-acc3-4289-88cd-d1c9b9ee1e0b,d7dc1e5d-d8bc-4907-ba7e-f3d69f1a3027,2025-12-01,322,2,2,0,10,"{""mgmt"":1,""tech"":3,""general"":6}",Imported via script,2026-02-05 14:16:48.618047+00,2026-02-05 14:16:48.618047+00
4c6c0403-c84a-4175-a656-f2d366ac8a24,cb304c6b-c41d-4e85-9220-0cd727df0eb9,2025-10-01,17,0,0,0,0,{},Imported via script,2026-02-05 14:16:42.039794+00,2026-02-05 14:16:42.039794+00
4c6cb194-7757-421c-9d3b-a4165128dcc2,86112c58-d90a-47c2-a977-f263c20499ba,2023-02-01,10,1,0,1,0,{},,2026-02-07 02:22:04.323+00,2026-02-07 02:22:06.98503+00
4c7ee2a9-09cf-42eb-8e3d-4dda61d874e6,aa18be69-8a1b-4c5c-aa4e-692d1510beaa,2023-09-01,30,0,0,0,2,"{""mgmt"":1,""tech"":0,""general"":1}",,2026-02-07 02:22:04.322+00,2026-02-07 02:22:14.455107+00
4c895240-29be-4876-847f-130cfbbb5bfc,ecfef199-c709-4765-b34e-04af9091b727,2023-03-01,45,1,0,1,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.323+00,2026-02-07 02:22:06.98503+00
4c8ee49f-4f16-4c95-bedf-eaf98620c279,7cd1a094-8e41-4d73-bbc5-589809f83bd2,2024-09-01,106,3,0,3,8,"{""mgmt"":1,""tech"":1,""general"":6}",,2026-02-07 02:22:04.328+00,2026-02-07 02:22:24.996508+00
4c8fc082-a0d9-45c6-8cd1-415ba7c4a8d7,149095cf-9907-421f-b099-41d118a39f5c,2025-03-01,10,0,0,0,0,{},Imported via script,2026-02-05 14:16:13.911181+00,2026-02-05 14:16:13.911181+00
4c908838-46cf-4d3c-82c4-82eeef3a0387,fb04444c-ba53-49aa-8a9b-9639443cb7e9,2024-10-01,20,0,0,0,0,{},,2026-02-07 02:22:04.321+00,2026-02-07 02:22:24.996508+00
4c945e4e-c790-478c-9b99-a89280987681,d49d9a7d-c964-492d-8fb9-c9fb3ff86bdc,2024-04-01,47,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.324+00,2026-02-07 02:22:20.379944+00
4c9bcacb-6806-4204-93c3-138d4c71d37c,15cfa1f6-e824-4454-80bc-e5de5e697b5f,2023-03-01,11,1,0,1,0,{},,2026-02-07 02:22:04.321+00,2026-02-07 02:22:06.98503+00
4cab7f79-dbc2-46bb-b7c8-dff61a0fcd0a,c9909611-e659-467c-bb7a-bf87bcf7049a,2025-03-01,15,0,0,0,0,{},Imported via script,2026-02-05 14:16:13.911181+00,2026-02-05 14:16:13.911181+00
4cae3664-9b7f-457a-9e74-70f2f12891b5,45374354-cefd-41ab-8245-be50edfb37b9,2025-05-01,16,0,0,0,0,{},Imported via script,2026-02-05 14:16:22.763428+00,2026-02-05 14:16:22.763428+00
4caefc01-107d-4216-b45c-1b4ea63d7fb8,291c6cf7-f396-4c08-9c43-79a5d919882b,2023-10-01,88,0,2,-2,4,"{""mgmt"":1,""tech"":0,""general"":3}",,2026-02-07 02:22:04.318+00,2026-02-07 02:22:14.455107+00
4cb49f80-c438-4f65-9f70-b9c84e2df8ef,0f9cf932-aac6-4ff0-8d74-22e954876a83,2025-01-01,81,2,0,2,0,{},Imported via script,2026-02-05 14:16:06.077037+00,2026-02-05 14:16:06.077037+00
4cb55f90-c632-4e5d-b616-c3f8bb26bbb8,d130bdb5-b95c-4fae-9b9a-07ed55f83a37,2024-11-01,51,0,1,-1,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:24.996508+00
4cb930f4-f5af-4560-83d2-eab956e3bac3,22b83876-7dde-47ce-9f45-0a6f0775c0f0,2024-10-01,27,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.327+00,2026-02-07 02:22:24.996508+00
4cbbf70b-44b6-438f-ad0d-9893c4df3e58,4772f1d4-f1a2-4b15-9f8f-2dca69a404e4,2025-05-01,488,11,10,1,10,"{""mgmt"":1,""tech"":2,""general"":7}",Imported via script,2026-02-05 14:16:22.763428+00,2026-02-05 14:16:22.763428+00
4cd9a8bf-3b31-4169-a2cc-a1484ad299d3,1306bd7c-76c3-4766-ac51-377f413c7c5b,2024-06-01,28,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.318+00,2026-02-07 02:22:20.379944+00
4cd9bd19-4fdf-4f62-ab15-0e3a4d0e1434,86112c58-d90a-47c2-a977-f263c20499ba,2024-12-01,14,0,0,0,0,{},,2026-02-07 02:22:04.323+00,2026-02-07 02:22:24.996508+00
4cdacb1a-2c57-4fef-bf5f-80154fc7673e,6d79bb18-0bcb-461d-be14-75eea971df23,2024-11-01,121,1,1,0,6,"{""mgmt"":2,""tech"":2,""general"":2}",,2026-02-07 02:22:04.328+00,2026-02-07 02:22:24.996508+00
4ce0e1d9-13c4-45c9-9008-5022506669d5,d570fb14-717c-42d1-8d92-44e4cdca9c3c,2023-02-01,67,1,0,1,4,"{""mgmt"":1,""tech"":1,""general"":2}",,2026-02-07 02:22:04.325+00,2026-02-07 02:22:06.98503+00
4ce210c4-eb52-41f4-b06b-1cfa044fa888,653acd90-563e-4ad2-af96-c6623ee32d54,2025-01-01,145,0,2,-2,4,"{""mgmt"":1,""tech"":1,""general"":2}",Imported via script,2026-02-05 14:16:06.077037+00,2026-02-05 14:16:06.077037+00
4cf4e79f-aff7-4695-960e-c7fb1f41d673,b0455449-e45f-4d2d-a19c-f6d108942401,2023-01-01,90,0,1,-1,6,"{""mgmt"":1,""tech"":1,""general"":4}",,2026-02-07 02:22:04.327+00,2026-02-07 02:22:06.98503+00
4cf61be8-464c-4d2b-a0d8-9dce7356971d,23d71e47-4709-49fc-9f07-1e0bbe69d1f2,2024-02-01,12,1,0,1,0,{},,2026-02-07 02:22:04.319+00,2026-02-07 02:22:15.995765+00
4d109298-aaee-4541-bbeb-dce18ff3c596,a6ca3662-5bb4-4338-af25-8a22b60d1762,2025-12-01,32,0,0,0,0,{},Imported via script,2026-02-05 14:16:48.618047+00,2026-02-05 14:16:48.618047+00
4d122971-dd37-4dd0-a0a3-5a579d6ad43e,fdd41afb-4910-4d0a-a3fb-f518a6821a44,2023-05-01,56,1,1,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.325+00,2026-02-07 02:22:09.609481+00
4d15fa6a-a99a-4b56-b72c-5e20c26963f2,3447e6ca-044b-49ef-b50a-c4069fa32f5d,2024-06-01,7,0,0,0,0,{},,2026-02-07 02:22:04.326+00,2026-02-07 02:22:22.029595+00
4d163f7c-9603-4922-963c-c19d339a4356,deef326c-0b0b-4972-b7b2-7af60b219979,2023-12-01,29,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.325+00,2026-02-07 02:22:15.995765+00
4d17bef7-acd6-40c4-ba95-ddf9e151f016,d1383c58-4cb8-46f1-ac77-4aff7d53563a,2025-10-01,15,0,0,0,0,{},Imported via script,2026-02-05 14:16:42.039794+00,2026-02-05 14:16:42.039794+00
4d199b01-02e0-454c-80ba-ef88e3b15466,97cdee10-d62b-4861-8ac4-2eb4640590c7,2023-09-01,328,7,10,-3,18,"{""mgmt"":2,""tech"":7,""general"":9}",,2026-02-07 02:22:04.323+00,2026-02-07 02:22:14.455107+00
4d1b349c-7038-44be-8325-d39f957ef012,c3865ce4-6232-4088-a12b-6ffe2e8f61ef,2025-10-01,14,3,0,3,0,{},Imported via script,2026-02-05 14:16:42.039794+00,2026-02-05 14:16:42.039794+00
4d1c9fa2-bbfb-4334-b23e-025bae5b61c8,ec474cc7-fcb2-47c2-9a72-93c80a50be6e,2024-04-01,28,0,0,0,0,{},,2026-02-07 02:22:04.319+00,2026-02-07 02:22:20.379944+00
4d25925c-f983-4bf3-aaa9-bb6452deca40,e6253875-9709-43f5-a55f-a3e00bc9f1fb,2023-08-01,275,6,2,4,4,"{""mgmt"":2,""tech"":0,""general"":2}",,2026-02-07 02:22:04.324+00,2026-02-07 02:22:14.455107+00
4d259ccc-ce54-48db-8f1c-17c454c4efc3,834719c5-26ca-475d-ba0a-a730eb358792,2025-03-01,40,4,0,4,0,{},Imported via script,2026-02-05 14:16:13.911181+00,2026-02-05 14:16:13.911181+00
4d2b57d3-9ae7-4299-8a32-5c74ac8ac7d9,12bb0639-4622-495b-a91a-5bf0acf1f569,2024-02-01,11,1,0,1,0,{},,2026-02-07 02:22:04.321+00,2026-02-07 02:22:15.995765+00
4d2dfddd-c8db-492f-a236-695ebdea4ada,bc2a1018-ace9-4afa-891a-119f9068d275,2023-06-01,6,0,0,0,0,{},,2026-02-07 02:22:04.326+00,2026-02-07 02:22:09.609481+00
4d2f29a8-73a1-4d47-8c45-1e62265f8531,7287697d-3312-44a0-b9a2-fd690df4b0a3,2023-12-01,7,0,1,-1,0,{},,2026-02-07 02:22:04.326+00,2026-02-07 02:22:15.995765+00
4d3ad4a6-f3f4-4ce0-b715-e85677148675,1109de3f-294e-43b7-9cae-19a6cf47ca10,2024-09-01,4,0,0,0,0,{},,2026-02-07 02:22:04.327+00,2026-02-07 02:22:24.996508+00
4d3d30bd-84fb-45bd-9f4b-fcb74763c2f9,99041dba-e1ce-4f5e-ba0c-edd8b74a0b88,2024-08-01,132,2,4,-2,3,"{""mgmt"":1,""tech"":0,""general"":2}",,2026-02-07 02:22:04.319+00,2026-02-07 02:22:22.029595+00
4d4ac0b8-2e18-4ce8-9f20-1bc88f6543b6,84bde0c3-1d72-48b6-9364-39100200b0d1,2023-12-01,23,0,1,-1,0,{},,2026-02-07 02:22:04.323+00,2026-02-07 02:22:15.995765+00
4d4ccd78-e7da-4c46-a1d6-bedf61f39d4b,88c003de-8118-4918-997a-67b6a150adab,2025-02-01,30,0,0,0,0,{},Imported via script,2026-02-05 14:16:09.738856+00,2026-02-05 14:16:09.738856+00
4d4ee669-5ba0-4263-8049-59acd0494860,291c6cf7-f396-4c08-9c43-79a5d919882b,2023-09-01,90,2,2,0,0,{},,2026-02-07 02:22:04.318+00,2026-02-07 02:22:14.455107+00
4d52b181-d6d4-4637-bc15-930966df5736,e7db848a-a26e-4539-a830-84c0ec7b0231,2025-03-01,20,0,0,0,0,{},Imported via script,2026-02-05 14:16:13.911181+00,2026-02-05 14:16:13.911181+00
4d5f9d0a-029b-4c55-8c99-8e8410f989d9,585002f3-e55d-4d08-9074-ce898ce2a55b,2023-09-01,197,0,6,-6,2,"{""mgmt"":1,""tech"":0,""general"":1}",,2026-02-07 02:22:04.321+00,2026-02-07 02:22:14.455107+00
4d613306-da45-4331-835e-665c298d4d8e,a74a34ae-d133-44bc-972a-dd970a47aac2,2025-04-01,9,0,0,0,0,{},Imported via script,2026-02-05 14:16:17.304151+00,2026-02-05 14:16:17.304151+00
4d7222c6-e57e-4981-8b32-59c855a21870,1d1f91ca-b73a-404d-8cf1-f90851baa33b,2023-09-01,4,0,0,0,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:14.455107+00
4d7713c7-d60c-4fd2-b07e-a6d87e90e154,d130bdb5-b95c-4fae-9b9a-07ed55f83a37,2024-06-01,53,0,1,-1,3,"{""mgmt"":1,""tech"":0,""general"":2}",,2026-02-07 02:22:04.328+00,2026-02-07 02:22:22.029595+00
4d78d6eb-9b0e-4237-bf55-a0dc16f351a5,063e8988-c7af-4cb7-94d2-564a073ea0d1,2024-08-01,31,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.324+00,2026-02-07 02:22:22.029595+00
4d7e915e-56b8-4eee-995d-ff7b301d8faa,49e95256-54cf-412b-921c-2b698608d429,2024-03-01,14,0,0,0,0,{},,2026-02-07 02:22:04.329+00,2026-02-07 02:22:20.379944+00
4d8bf12e-868d-45bc-9f25-88f7340e1d8b,847faa7b-1a55-4ca6-9554-74bf4db718d2,2023-10-01,59,0,1,-1,3,"{""mgmt"":1,""tech"":1,""general"":1}",,2026-02-07 02:22:04.318+00,2026-02-07 02:22:14.455107+00
4d8ffef8-61ce-4fe2-89f0-13161369a6cc,a4f6d891-8302-46e4-a0e0-bfb4f1e09bdb,2024-12-01,61,0,0,0,0,{},,2026-02-07 02:22:04.322+00,2026-02-07 02:22:24.996508+00
4d936c00-afca-4266-8fd0-2153b706964d,6259cc71-a434-49d2-a2c9-8340b2efc644,2025-06-01,50,0,0,0,0,{},Imported via script,2026-02-05 14:16:27.792001+00,2026-02-05 14:16:27.792001+00
4daab87a-8b31-418f-a8f7-35f8b910c12d,a4f6d891-8302-46e4-a0e0-bfb4f1e09bdb,2024-07-01,61,0,1,-1,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.322+00,2026-02-07 02:22:22.029595+00
4dbe78fb-8e47-43fc-887c-8d5c67afef48,73d06489-9a5c-4232-a80f-9084a15fccf6,2024-04-01,15,0,0,0,0,{},,2026-02-07 02:22:04.325+00,2026-02-07 02:22:20.379944+00
4dc305c2-3771-4c47-b0f1-2bf35b3bace2,fe42c4d0-c101-4b0c-981d-9dc5cc1a702a,2024-05-01,168,2,0,2,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.322+00,2026-02-07 02:22:20.379944+00
4dc48c72-5a6c-430c-8ff4-078ed00fbbb2,d49d9a7d-c964-492d-8fb9-c9fb3ff86bdc,2025-05-01,50,0,0,0,0,{},Imported via script,2026-02-05 14:16:22.763428+00,2026-02-05 14:16:22.763428+00
4dcd15ce-d9c1-45d4-9b3f-f66f08c697f2,54f05df2-1959-412f-9d77-615f6edf1402,2024-04-01,51,0,1,-1,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.329+00,2026-02-07 02:22:20.379944+00
4dcd9045-f330-477e-999e-687bb887f041,db30ed24-e374-429c-a257-173e84a6d281,2024-09-01,19,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.325+00,2026-02-07 02:22:24.996508+00
4dd22399-dbc0-4e7d-aa02-0e35defbffba,aa18be69-8a1b-4c5c-aa4e-692d1510beaa,2024-07-01,30,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.322+00,2026-02-07 02:22:22.029595+00
4dd9f848-a3db-494b-8c3c-ec1eb69fedf5,1306bd7c-76c3-4766-ac51-377f413c7c5b,2023-09-01,27,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.318+00,2026-02-07 02:22:14.455107+00
4ddfbdfb-b504-4ef2-9d31-eef9287512da,d41fb5a3-f824-440e-92dc-35e304fdea5d,2025-01-01,511,0,15,-15,10,"{""mgmt"":1,""tech"":2,""general"":7}",Imported via script,2026-02-05 14:16:06.077037+00,2026-02-05 14:16:06.077037+00
4de3ae14-009e-41fe-8bf0-c539143d7a8f,9f864ccd-229f-4c78-9355-34f35cf513c0,2024-06-01,11,0,0,0,0,{},,2026-02-07 02:22:04.32+00,2026-02-07 02:22:22.029595+00
4de3f211-5d8b-4991-b401-e8393cf1bb49,8e5bc322-5222-4728-8ae2-e9aecf0a5fae,2023-10-01,57,1,0,1,0,{},,2026-02-07 02:22:04.322+00,2026-02-07 02:22:14.455107+00
4de5abb5-d799-4d50-b052-fc0ec7639d8c,f19fafc1-f9c5-4bf2-8a50-8bdd39261473,2024-12-01,9,0,1,-1,0,{},,2026-02-07 02:22:04.322+00,2026-02-07 02:22:24.996508+00
4de9783c-c1b4-4caf-971e-0231240d6fdf,6096ef4c-96d6-4211-be50-98fa73664b66,2023-01-01,27,0,0,0,0,{},,2026-02-07 02:22:04.321+00,2026-02-07 02:22:06.98503+00
4def5cf1-6135-45ee-a501-fbeb537495c6,d49d9a7d-c964-492d-8fb9-c9fb3ff86bdc,2025-10-01,50,0,0,0,0,{},Imported via script,2026-02-05 14:16:42.039794+00,2026-02-05 14:16:42.039794+00
4df3d99b-d9bf-4ea6-a6cf-f309b4d28bac,ff265fae-9e6f-46fc-979b-54d136b2f4f5,2025-10-01,65,0,0,0,0,{},Imported via script,2026-02-05 14:16:42.039794+00,2026-02-05 14:16:42.039794+00
4dfc2a6c-094c-4b5d-82c8-3b9e999c678b,28f49a35-f1a2-4121-a7d3-28693f64c17e,2024-05-01,59,1,1,0,4,"{""mgmt"":1,""tech"":1,""general"":2}",,2026-02-07 02:22:04.329+00,2026-02-07 02:22:20.379944+00
4e0b3311-e993-49e1-a0c2-c22a676effb8,c0b862ec-3dfe-4750-94d8-60c99161a0d9,2024-04-01,17,0,0,0,0,{},,2026-02-07 02:22:04.324+00,2026-02-07 02:22:20.379944+00
4e1048e1-17bb-44cc-bf77-52707a9f56c3,f19fafc1-f9c5-4bf2-8a50-8bdd39261473,2023-12-01,9,0,0,0,0,{},,2026-02-07 02:22:04.322+00,2026-02-07 02:22:15.995765+00
4e11a6cd-73af-40c1-accb-ffa74c3853af,0a835848-38b5-4b8b-9c35-e8bd73a61e31,2023-10-01,19,0,0,0,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:14.455107+00
4e127323-0c64-435f-8e10-c48cee4c358a,2415cd81-834e-4fcf-b150-08f3dd0bbd84,2023-02-01,14,1,0,1,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:06.98503+00
4e1a52c1-f118-440b-a705-821b868931d8,4288d5e3-0a6b-4300-990e-381b718f0a65,2023-05-01,36,0,0,0,2,"{""mgmt"":1,""tech"":0,""general"":1}",,2026-02-07 02:22:04.324+00,2026-02-07 02:22:09.609481+00
4e2e0791-7d50-4d52-9efd-c453b3489a90,fdceda71-97e9-48c7-83f9-5950df01c6be,2024-04-01,26,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.325+00,2026-02-07 02:22:20.379944+00
4e303cab-14df-4832-bb90-bf87c07af1b0,2415cd81-834e-4fcf-b150-08f3dd0bbd84,2023-10-01,15,0,0,0,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:14.455107+00
4e34cec4-c4e4-4a2b-9054-2e25dae7e47b,db3c742f-7079-436e-ba5b-5a6a902ec4ae,2024-11-01,14,0,0,0,0,{},,2026-02-07 02:22:04.319+00,2026-02-07 02:22:24.996508+00
4e42b797-7aff-4578-b86a-54efd20f07a1,f8f610c6-76d8-4086-aff0-c9b2bf0b3196,2023-07-01,4,0,0,0,0,{},,2026-02-07 02:22:04.317+00,2026-02-07 02:22:09.609481+00
4e481122-1546-4584-97db-51a7948dbfa1,9f864ccd-229f-4c78-9355-34f35cf513c0,2025-03-01,15,0,0,0,2,"{""mgmt"":1,""tech"":0,""general"":1}",Imported via script,2026-02-05 14:16:13.911181+00,2026-02-05 14:16:13.911181+00
4e4e9397-7445-4f0c-aa4f-661042170406,73d06489-9a5c-4232-a80f-9084a15fccf6,2024-06-01,15,0,0,0,0,{},,2026-02-07 02:22:04.325+00,2026-02-07 02:22:22.029595+00
4e5d6fd0-49b2-4c51-8d5d-ef16db655642,839b1381-482b-405f-97aa-59e358236168,2023-04-01,27,0,0,0,0,{},,2026-02-07 02:22:04.326+00,2026-02-07 02:22:09.609481+00
4e680f20-edd3-4686-a2fa-5a0409dc4dd2,97437cfc-0671-4687-b482-7ee2393995cd,2024-05-01,36,0,0,0,0,{},,2026-02-07 02:22:04.319+00,2026-02-07 02:22:20.379944+00
4e725c6a-e0eb-4473-96f7-980b7a765f29,83f82777-4602-4dff-9ac2-9c61753a6dc8,2025-02-01,70,1,0,1,7,"{""mgmt"":2,""tech"":1,""general"":4}",Imported via script,2026-02-05 14:16:09.738856+00,2026-02-05 14:16:09.738856+00
4e896940-7f17-448a-8b64-f1b5d88e7ae1,763109c0-2a8c-4240-84c7-2c1fdcc9b880,2025-06-01,55,0,0,0,0,{},Imported via script,2026-02-05 14:16:27.792001+00,2026-02-05 14:16:27.792001+00
4e89c577-2ed2-46bb-8aec-d92be84ba084,fc31bf9f-ac50-4eac-8b9a-099587bab77d,2025-05-01,8,0,0,0,0,{},Imported via script,2026-02-05 14:16:22.763428+00,2026-02-05 14:16:22.763428+00
4e92b54c-cd7c-4a4c-a345-9529b934ee53,03ea1c1a-5640-41e6-9586-41ad097b345e,2025-04-01,13,0,0,0,5,"{""mgmt"":1,""tech"":1,""general"":3}",Imported via script,2026-02-05 14:16:17.304151+00,2026-02-05 14:16:17.304151+00
4e9a8320-ebd2-4bee-9aef-b525c4285cb2,8829bb5e-0c76-4967-93a6-0587dfe10725,2025-07-01,18,0,0,0,0,{},Imported via script,2026-02-05 14:16:31.116306+00,2026-02-05 14:16:31.116306+00
4e9d3eb3-acb1-4574-839c-5dc880093850,e7db848a-a26e-4539-a830-84c0ec7b0231,2023-06-01,18,0,0,0,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:09.609481+00
4ea9e04e-6322-4303-b274-014838a496c1,73d06489-9a5c-4232-a80f-9084a15fccf6,2023-03-01,14,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.325+00,2026-02-07 02:22:06.98503+00
4eacb7b1-e9bf-488b-afb4-8f284ded8542,d3e9cabc-8dac-4df0-b73a-dab388968baa,2025-03-01,10,0,0,0,0,{},Imported via script,2026-02-05 14:16:13.911181+00,2026-02-05 14:16:13.911181+00
4ec0441d-ddf1-40d5-9142-2176484b0018,d1383c58-4cb8-46f1-ac77-4aff7d53563a,2024-08-01,15,0,0,0,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:22.029595+00
4ec14b7b-aff4-4a43-acc8-6743a0154dfd,55771d45-29ac-426d-96aa-00d099f493d6,2023-01-01,67,0,0,0,4,"{""mgmt"":1,""tech"":1,""general"":2}",,2026-02-07 02:22:04.325+00,2026-02-07 02:22:06.98503+00
4ec320f7-360d-406e-ae6b-eded8a45f28a,238e26f2-c406-4bf8-9158-7bb73379b3d8,2024-07-01,46,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.323+00,2026-02-07 02:22:22.029595+00
4eca6006-4319-457a-af6d-97643f931500,5e8785a5-5c4b-438d-bb5e-089e69449017,2024-07-01,709,6,0,6,51,"{""mgmt"":4,""tech"":7,""general"":40}",,2026-02-07 02:22:04.327+00,2026-02-07 02:22:22.029595+00
4ece1f51-2d9d-47fe-88bc-8526770d33bf,c7ab3038-228c-474b-bf71-c70126fbeb42,2024-04-01,10,0,0,0,0,{},,2026-02-07 02:22:04.327+00,2026-02-07 02:22:20.379944+00
4ed16d84-613b-43ab-816a-1b269710b9b6,89a11188-d624-47c9-8f79-9c05827e1970,2023-02-01,63,2,0,2,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.327+00,2026-02-07 02:22:06.98503+00
4ed73efc-5d67-49b3-8c5d-3f5eba701a51,19e0bd8f-9f4e-4ce0-aea3-4deba5cb181b,2024-11-01,90,0,1,-1,5,"{""mgmt"":1,""tech"":1,""general"":3}",,2026-02-07 02:22:04.321+00,2026-02-07 02:22:24.996508+00
4eded91d-0caf-441e-b9d9-e498602d144c,debc4db4-0804-4d84-b813-7850add6db01,2024-05-01,201,6,0,6,7,"{""mgmt"":1,""tech"":2,""general"":4}",,2026-02-07 02:22:04.32+00,2026-02-07 02:22:20.379944+00
4ee17105-f76e-4c9e-b777-03e3c88ed9b3,f1fd2b1f-5c63-4b48-95b4-60da6989df03,2025-05-01,48,0,0,0,0,{},Imported via script,2026-02-05 14:16:22.763428+00,2026-02-05 14:16:22.763428+00
4ee9b606-2248-4ae4-90c2-0f30891730fb,708842ca-5b14-4fcc-a3b3-265b71d2d6a8,2025-10-01,38,0,0,0,0,{},Imported via script,2026-02-05 14:16:42.039794+00,2026-02-05 14:16:42.039794+00
4ef0e864-3661-47e6-bc58-31b0a232d503,a7ae9c69-6c36-4404-8f9c-a56365aea6a4,2024-02-01,12,0,0,0,0,{},,2026-02-07 02:22:04.327+00,2026-02-07 02:22:20.379944+00
4ef2c8e7-6c1e-4cd8-99d7-8d7171d09c5d,c9e82b54-3dba-435c-a3a8-33a6ce106ec7,2024-04-01,16,0,0,0,0,{},,2026-02-07 02:22:04.328+00,2026-02-07 02:22:20.379944+00
4efa62c8-669c-4700-8307-523242b82fe1,2bb1098d-dff3-4927-b40d-695b4cc8c59a,2023-09-01,6,0,0,0,0,{},,2026-02-07 02:22:04.317+00,2026-02-07 02:22:14.455107+00
4f01fcdb-f0b9-4dd1-b323-29079522f705,3243eb97-6672-4956-9677-0becc8421b9f,2024-10-01,33,0,0,0,1,"{""mgmt"":1,""tech"":0,""general"":0}",,2026-02-07 02:22:04.32+00,2026-02-07 02:22:24.996508+00
